volatility_regime,true_liquidity,structure,momentum,volatility_level,current_atr,label,timestamp
6.805257956871902,4.508075015603907,6.076317363116077,8.611499507155365,1.8973247989131181,0.0013015375672454125,1,2025-01-22 17:00:00
5.617615997996561,7.308765321424912,7.1526977110421575,7.05101214434222,4.803864757837841,0.0019236080635629748,1,2025-01-31 17:00:00
7.518748982860876,6.642383187611482,5.658102227042143,7.778306770660183,2.847007925046102,0.0016015072325807878,1,2025-01-31 20:00:00
6.59024491767639,7.067952877491621,7.512828643543685,9.222941152654805,3.4095160762415784,0.0014835664918983525,1,2025-01-28 12:00:00
1.8130368622431963,3.2629803931967265,3.05623000940066,6.346950219288948,9.30689787761883,0.0005716907236419241,0,2025-01-18 03:00:00
8.962968687716968,8.930048996528479,9.313407698515423,8.292154788449206,2.812669671974899,0.0016079216925380365,1,2025-01-29 06:00:00
4.635965868739061,6.498812345410101,6.61924591039727,5.999216372833742,2.589406121749859,0.001598343322072237,1,2025-01-27 02:00:00
5.404322722330513,5.402836188206086,7.698680009547407,5.596605551856361,2.6434750245585237,0.0015776309415731764,1,2025-01-22 09:00:00
6.030418162924789,7.265531578587571,8.18022036047669,6.7877113699495775,2.5877320489953117,0.001310568891755045,1,2025-02-05 19:00:00
2.325120061495644,3.9878047007542974,3.6894704889246404,1.5673161309759704,7.15278444289298,0.0005381271182530048,0,2025-01-06 16:00:00
8.17421086924846,8.00422985147399,5.754292567140348,4.128909894118799,4.85058641750429,0.0019325827205857802,1,2025-02-03 19:00:00
3.630570602357257,3.282737469730279,0.943418101340249,0.5773022761417357,7.923656724656713,0.0007928354477504875,0,2025-01-04 04:00:00
8.927324655861064,7.0930532648759534,7.444079551477786,7.78483477860555,3.7192613220024127,0.002125413876369305,1,2025-01-27 12:00:00
5.909092400405099,7.604037239297276,8.044220352340346,3.8711531833999944,2.2497032743560066,0.0008538808278625617,1,2025-02-10 13:00:00
5.567538573804693,7.080672807339653,7.159401293090139,8.474024714154911,3.5127378209324496,0.0018733695481065768,1,2025-02-09 02:00:00
6.893403865224058,7.9555675780631585,8.442788514140076,7.9056857804168414,3.467236288196685,0.0018275416017223937,1,2025-02-07 11:00:00
3.670276017876872,3.2132412011199047,2.6335409047822824,0.8905238044922492,4.411289906814105,0.0006749034148265046,0,2025-01-12 16:00:00
9.040479394979599,6.431618582376154,7.697916667342075,7.713048416038015,5.526787251905178,0.0010498570352510995,1,2025-02-06 19:00:00
7.569004120879911,7.486689595261677,7.213205764261731,8.003260195819328,1.8314708677200215,0.0016549933337807901,1,2025-02-01 17:00:00
3.304785418448473,4.278576450078422,2.313028697014554,1.519230709273224,5.349768650542458,0.00011446548413087797,0,2025-01-14 07:00:00
9.295870385467842,7.457009305552244,7.8933070500053235,6.65339578381348,2.7199815565298326,0.0018984170666960902,1,2025-01-23 21:00:00
3.9150361989950286,1.3109859663386145,1.7460354111333238,5.423063534204163,5.747285647554966,0.0002982890631847584,0,2025-01-08 06:00:00
4.246997436868175,2.0420433065538557,4.2117084801423434,2.677618454566897,6.177569055264098,0.0005916773407102969,0,2025-01-16 11:00:00
8.173828081927551,9.981487605796262,7.240199859232487,8.145790527450133,2.3396111934203994,0.0015039130123130856,1,2025-01-22 23:00:00
4.35633576603975,3.253220960643142,1.256136764608715,4.660621003930459,5.124388399045424,0.0003363142668115997,0,2025-01-09 18:00:00
4.450878533477017,3.5671169788956516,4.1391168054440675,0.575534087345118,8.096146178599787,0.0003938058204376071,0,2025-01-10 19:00:00
2.8690320158519613,1.8934016109868494,0.0,5.062314628722277,5.646922668463734,0.0006239422891932273,0,2025-01-05 05:00:00
9.795292798295026,8.163778987655052,7.920699631018479,6.668436304694424,3.2012496239937653,0.0012608659301325059,1,2025-02-11 02:00:00
7.793222597329936,9.502883430991597,6.620717217588012,5.458894672710984,3.801547347954575,0.0014544097853051883,1,2025-02-07 14:00:00
6.2925502787211585,8.013823497372691,7.599886954409213,4.998084089634651,5.652253939589675,0.0018497749560765669,1,2025-02-09 11:00:00
1.327873487754014,3.347002372689382,0.0,4.898561761297051,6.281743815987394,0.0003822266346522608,0,2025-01-15 10:00:00
1.653703525349067,1.4459054735236607,3.201172742310898,1.3987006286185908,4.79871210137134,0.0005795854099893618,0,2025-01-06 19:00:00
6.581749624267768,7.921775880422642,7.362689034211121,9.58933981845345,2.3457668377387724,0.0009661803208478338,1,2025-01-26 21:00:00
1.4258004035534961,3.6870993376273904,3.092526949201183,1.8826460327903263,7.5100769418533355,0.00046894819023505027,0,2025-01-21 19:00:00
3.536765261388414,2.7876633270071407,2.327053940076577,1.3414429972710964,6.766152733094999,0.000372538450594241,0,2025-01-16 10:00:00
3.5873130776689997,4.108832423048281,2.7239141340646613,3.7708617744883726,6.037769636433536,0.0006244139980612097,0,2025-01-09 06:00:00
8.840546534083666,7.817730373173576,6.78395656372416,5.574904753800809,3.320713190911595,0.0013506982429712883,1,2025-01-29 15:00:00
7.221231371710879,7.585504499893071,8.811167497802625,6.71760799737054,4.434442503137019,0.0018502529468959338,1,2025-01-25 08:00:00
8.354640535797971,7.343927647735656,8.571929865211796,5.47335353638457,2.4040151211729572,0.000743316624753615,1,2025-02-07 13:00:00
4.963317690683539,2.4948186230156844,2.129385667913894,2.5933145984361468,7.2903848670513165,0.000684854027907566,0,2025-01-03 11:00:00
4.436179725578233,2.4957758194849715,1.2903052571588924,2.8521178015736073,8.043306636348666,0.0006902898554116174,0,2025-01-14 16:00:00
3.944180415596864,2.6761500776479545,2.5786351903160907,3.928731391507797,8.00572092586182,0.00037865994104694067,0,2025-01-05 00:00:00
4.738124523482044,4.736373461224479,3.8902075490173136,5.418330942383136,7.345106138787103,0.0008477702703706663,0,2025-01-14 00:00:00
6.424475776308096,7.9268027382758754,8.345802872562928,4.791944390459813,2.745221463483404,0.0016340945151029555,1,2025-02-10 14:00:00
4.444443262885418,3.0357073673948944,2.8216978061960134,3.031967473007913,4.7453795473602725,0.0005602214678383484,0,2025-01-13 11:00:00
2.599674684261808,2.7029776373381944,2.893317839394372,2.944444804427382,5.276808947262015,0.00045170051082584427,0,2025-01-12 13:00:00
4.835982368927397,7.184808575620599,6.599409647463938,7.671090905603464,2.7336060078618916,0.000974286871457701,1,2025-02-08 12:00:00
8.783333488531069,6.637068658260977,6.7211629571795655,8.406216238760388,3.7525275677531824,0.0014689239439782658,1,2025-01-26 01:00:00
3.4166784516550717,2.323105643115926,3.2348777860498172,3.146974730206343,4.590134348891981,0.00042150577878782543,0,2025-01-19 07:00:00
7.276546035349055,7.955721163249075,8.003252064749505,5.861852113096937,1.7977086148431876,0.0019333236585165263,1,2025-02-04 21:00:00
5.596004255179951,7.14302135895138,8.072006278300472,6.10538288804668,1.231614763052512,0.0014991641667999296,1,2025-01-24 18:00:00
6.40759169639008,7.264463218334476,6.723500859506999,8.451739036037806,2.1643041411416535,0.0015963874412272163,1,2025-02-06 15:00:00
3.4107119659073,3.146411777574434,2.5760053914124117,4.113191236607838,7.606442132442546,0.00033913684806800154,0,2025-01-11 21:00:00
7.851036681529722,6.521549246020655,7.111653061698842,6.150408113177916,3.5016577722727824,0.001095546886371753,1,2025-01-25 02:00:00
1.3628777206798146,3.684718402311791,4.642270358611864,1.5608411449147803,5.036769401321331,0.00043729406276552045,0,2025-01-01 23:00:00
2.597440081655905,3.7663109505328487,2.242623462576655,3.2113293703668058,8.210683894955965,0.0005947264153622909,0,2025-01-02 06:00:00
6.366312749762455,7.159013882485444,5.609989828817057,2.7437403379039313,2.115821400091922,0.0014021962512549453,1,2025-01-26 17:00:00
2.8048734607813066,3.324548190935807,3.8173940656343257,1.2874663287997423,4.588660203446539,0.0005963732123436983,0,2025-01-01 10:00:00
0.6991022111123781,0.9477979288120495,2.8098207102270276,2.610679983624124,6.028687291547262,0.00039885065914761265,0,2025-01-10 05:00:00
7.794197188535861,7.0201211254426354,7.480126364631689,6.762541782985505,3.3349213698830558,0.001510115716470316,1,2025-02-04 04:00:00
4.849399813149876,2.9525338153720138,3.4190764829877685,2.5214190965000727,7.627597331333026,0.00061462556264824,0,2025-01-13 08:00:00
5.046499283743927,3.4051231944902427,1.9496948461545798,2.66028166214771,4.981193614790177,0.0003263414536247267,0,2025-01-03 06:00:00
6.620203095654096,8.555300449364884,5.8841132125895275,4.268370896058256,2.744421351917706,0.0018671846259438014,1,2025-01-23 14:00:00
9.279097235982082,5.035747641948046,4.249576743186939,1.5382060429940378,6.998937108135031,0.0008126826717664217,0,2025-01-09 17:00:00
6.405596295288886,8.438556001837751,7.437360422672765,5.361787609856901,3.6003537832901626,0.001625627988038249,1,2025-01-26 04:00:00
10.0,8.961833654105106,8.784095793948117,8.426959366449225,3.834033145263436,0.0015994943001377288,1,2025-01-29 20:00:00
6.811364534671513,7.948018271653678,7.231354246690257,6.1516354481890145,2.8620648260936012,0.0015022088044270702,1,2025-01-28 14:00:00
6.711180486157194,7.883429604939547,6.974369066014615,7.286374786215566,5.044843462698376,0.0013028595113165826,1,2025-02-06 02:00:00
4.0420934082626205,3.022102055027462,2.453079421120816,4.19139701943274,8.448096226886756,0.0005076475989920057,0,2025-01-03 22:00:00
7.8363246064361896,6.20714870761829,7.799647687837348,6.103498475117714,1.7807646144951526,0.0014407138596612104,1,2025-01-23 15:00:00
3.7618667192477586,1.5064143560262997,1.4465844368263439,5.437017687704341,7.957587888412575,5.888678858018614e-05,0,2025-01-05 11:00:00
2.2080736980076043,2.181618902402642,2.684551303197037,4.062455770801596,9.16544800520322,0.00045755820601976966,0,2025-01-21 13:00:00
4.773031161919268,8.78205520043282,6.401379574822188,6.079618591955809,0.26885958329697557,0.0013340468263958192,1,2025-01-25 14:00:00
10.0,8.125535886016577,8.392067599731721,7.743707531541356,1.7363510548105103,0.001202226597981353,1,2025-01-31 21:00:00
2.615952864583683,3.325894604634448,2.493929088460107,2.7598008066500395,7.127977213847536,0.0004174004355713132,0,2025-01-13 04:00:00
2.565950720269109,1.0068468797808103,0.34710940704751714,5.0106756690347165,9.133554792547761,0.0005362853240227943,0,2025-01-13 01:00:00
